Pressure, Temperature, X_ch4, X_c2h6, X_c3h8, ch4_uptake, c2h6_uptake, c3h8_uptake
5000,380,0.3,0.4,0.3,0.0353400000,0.6136800000,2.8861200000
5000,380,0.4,0.1,0.5,0.0452000000,0.1401200000,4.2511800000
5000,380,0.4,0.2,0.4,0.0461600000,0.2929600000,3.6318400000
5000,380,0.4,0.3,0.3,0.0469000000,0.4639000000,2.9504800000
5000,380,0.5,0.4,0.1,0.0638000000,0.7480600000,1.1752400000
5000,380,0.5,0.1,0.4,0.0574800000,0.1502600000,3.7650000000
5000,380,0.6,0.1,0.3,0.0698000000,0.1590600000,3.0281200000
5000,400,0.1,0.6,0.3,0.0091600000,0.6355000000,1.6420200000
5000,400,0.1,0.2,0.7,0.0084200000,0.1819200000,3.3922800000
5000,400,0.2,0.3,0.5,0.0182000000,0.2971800000,2.5808200000
5000,400,0.2,0.5,0.3,0.0195200000,0.5218000000,1.6485800000
5000,400,0.2,0.6,0.2,0.0196600000,0.6574400000,1.1618200000
5000,400,0.2,0.4,0.4,0.0181800000,0.4128800000,2.1532800000
5000,400,0.3,0.3,0.4,0.0267600000,0.3007600000,2.0766200000
5000,400,0.3,0.2,0.5,0.0271800000,0.1977200000,2.6670600000
5000,400,0.333,0.333,0.334,0.0331400000,0.3443200000,1.8520200000
5000,400,0.3,0.4,0.3,0.0289400000,0.4206000000,1.6763800000
5000,400,0.4,0.1,0.5,0.0372800000,0.0987200000,2.6204200000
5000,400,0.4,0.2,0.4,0.0369600000,0.2068800000,2.1223200000
5000,400,0.4,0.3,0.3,0.0375200000,0.3221800000,1.7052200000
5000,400,0.5,0.4,0.1,0.0497800000,0.4783400000,0.6187600000
5000,400,0.5,0.1,0.4,0.0466200000,0.1050400000,2.1428400000
5000,400,0.6,0.1,0.3,0.0603800000,0.1092600000,1.7171000000
6000,200,0.1,0.6,0.3,0.0118000000,4.9214800000,88.7168600000
6000,200,0.1,0.2,0.7,0.0068200000,0.8789400000,93.1925600000
6000,200,0.2,0.3,0.5,0.0177000000,1.5621800000,91.3593800000
6000,200,0.2,0.5,0.3,0.0215000000,3.8461200000,89.1169600000
6000,200,0.2,0.6,0.2,0.0283200000,6.4168600000,86.6443800000
6000,200,0.2,0.4,0.4,0.0210600000,2.5179200000,90.7599000000
6000,200,0.3,0.3,0.4,0.0327000000,2.0592200000,91.2962600000
6000,200,0.3,0.2,0.5,0.0242200000,1.0903800000,92.2049400000
6000,200,0.333,0.333,0.334,0.0347600000,2.5896200000,90.7011800000
6000,200,0.3,0.4,0.3,0.0334200000,3.2242000000,89.8534600000
6000,200,0.4,0.1,0.5,0.0361600000,0.5426000000,92.3506400000
6000,200,0.4,0.2,0.4,0.0442000000,1.2778000000,91.6340400000
6000,200,0.4,0.3,0.3,0.0419400000,2.4533400000,90.4029400000
6000,200,0.5,0.4,0.1,0.0983400000,7.4240600000,85.0901200000
6000,200,0.5,0.1,0.4,0.0564200000,0.6864000000,92.1476600000
6000,200,0.6,0.1,0.3,0.0629600000,0.7916200000,91.7692600000
6000,220,0.1,0.6,0.3,0.0142400000,5.7063200000,84.7065400000
6000,220,0.1,0.2,0.7,0.0093000000,1.0344800000,90.0703200000
6000,220,0.2,0.3,0.5,0.0243000000,2.0758600000,88.7535200000
6000,220,0.2,0.5,0.3,0.0307200000,4.8542600000,85.2915200000
6000,220,0.2,0.6,0.2,0.0372600000,7.8508200000,81.9135400000
6000,220,0.2,0.4,0.4,0.0262400000,3.1389400000,87.2748400000
6000,220,0.3,0.3,0.4,0.0358600000,2.3585800000,87.9643200000
6000,220,0.3,0.2,0.5,0.0343400000,1.2960400000,88.9858800000
6000,220,0.333,0.333,0.334,0.0488000000,3.0477200000,87.1623600000
6000,220,0.3,0.4,0.3,0.0438800000,3.8239400000,86.0481200000
6000,220,0.4,0.1,0.5,0.0493200000,0.6867200000,89.7651800000
6000,220,0.4,0.2,0.4,0.0524000000,1.5906000000,88.3352600000
6000,220,0.4,0.3,0.3,0.0604200000,3.0114200000,86.9802800000
6000,220,0.5,0.4,0.1,0.1564400000,9.3944400000,78.7921600000
6000,220,0.5,0.1,0.4,0.0687200000,0.8097200000,89.0983800000
6000,220,0.6,0.1,0.3,0.0897600000,1.0509000000,88.3449000000
6000,240,0.1,0.6,0.3,0.0230600000,6.6582800000,77.5201400000
6000,240,0.1,0.2,0.7,0.0142400000,1.2052000000,85.6978600000
6000,240,0.2,0.3,0.5,0.0328400000,2.3348600000,83.6240000000
6000,240,0.2,0.5,0.3,0.0484600000,5.6832200000,78.5727400000
6000,240,0.2,0.6,0.2,0.0617000000,9.1548400000,73.2243000000
6000,240,0.2,0.4,0.4,0.0383800000,3.6470200000,81.4731800000
6000,240,0.3,0.3,0.4,0.0580600000,2.8003600000,82.1440200000
6000,240,0.3,0.2,0.5,0.0503600000,1.5422400000,84.2646800000
6000,240,0.333,0.333,0.334,0.0730600000,3.5041000000,80.8256800000
6000,240,0.3,0.4,0.3,0.0739200000,4.5192000000,79.3564600000
6000,240,0.4,0.1,0.5,0.0675600000,0.7918400000,84.6365600000
6000,240,0.4,0.2,0.4,0.0781200000,1.8746400000,83.2591000000
6000,240,0.4,0.3,0.3,0.0968200000,3.5016400000,80.4616800000
6000,240,0.5,0.4,0.1,0.2791000000,10.5287800000,64.2670400000
6000,240,0.5,0.1,0.4,0.0956400000,0.9472000000,83.7092200000
6000,240,0.6,0.1,0.3,0.1471800000,1.2146000000,82.2962200000
6000,260,0.1,0.6,0.3,0.0406600000,6.9129000000,58.2852000000
6000,260,0.1,0.2,0.7,0.0196200000,1.3174800000,77.3075400000
6000,260,0.2,0.3,0.5,0.0551800000,2.5729400000,72.6495600000
6000,260,0.2,0.5,0.3,0.0796800000,5.8686600000,58.7997800000
6000,260,0.2,0.6,0.2,0.1097600000,7.4990400000,40.0471600000
6000,260,0.2,0.4,0.4,0.0631800000,3.9956400000,68.0913800000
6000,260,0.3,0.3,0.4,0.0987600000,3.0248000000,68.4238400000
6000,260,0.3,0.2,0.5,0.0767400000,1.7295600000,73.5198400000
6000,260,0.333,0.333,0.334,0.1271600000,3.7969200000,63.6266200000
6000,260,0.3,0.4,0.3,0.1243600000,4.7282000000,59.5789600000
6000,260,0.4,0.1,0.5,0.1060600000,0.8755400000,74.1888000000
6000,260,0.4,0.2,0.4,0.1288400000,2.0362800000,69.4950000000
6000,260,0.4,0.3,0.3,0.1732000000,3.6303600000,60.0157200000
6000,260,0.5,0.4,0.1,0.3050800000,4.6136800000,19.4553600000
6000,260,0.5,0.1,0.4,0.1645400000,1.0269000000,69.8550600000
6000,260,0.6,0.1,0.3,0.2572000000,1.2287200000,60.9131400000
6000,280,0.1,0.6,0.3,0.0377200000,3.3788800000,21.5081400000
6000,280,0.1,0.2,0.7,0.0328800000,1.1398800000,47.8887800000
6000,280,0.2,0.3,0.5,0.0722000000,1.7251600000,34.3675000000
6000,280,0.2,0.5,0.3,0.0781600000,2.8746800000,21.6307400000
6000,280,0.2,0.6,0.2,0.0778600000,3.5423400000,15.6379000000
6000,280,0.2,0.4,0.4,0.0736400000,2.2469200000,27.6455600000
6000,280,0.3,0.3,0.4,0.1129600000,1.7144000000,27.8009800000
6000,280,0.3,0.2,0.5,0.1129400000,1.1456600000,34.1994600000
6000,280,0.333,0.333,0.334,0.1274200000,1.8799200000,23.3370000000
6000,280,0.3,0.4,0.3,0.1162200000,2.2731800000,21.4984600000
6000,280,0.4,0.1,0.5,0.1449000000,0.5770400000,34.5383400000
6000,280,0.4,0.2,0.4,0.1517600000,1.1271400000,27.5426000000
6000,280,0.4,0.3,0.3,0.1545400000,1.7056800000,21.5597400000
6000,280,0.5,0.4,0.1,0.1993000000,2.6524200000,10.5199400000
6000,280,0.5,0.1,0.4,0.1930800000,0.5663200000,27.7053800000
6000,280,0.6,0.1,0.3,0.2317200000,0.5670200000,21.6083600000
6000,300,0.1,0.6,0.3,0.0277600000,2.1681200000,12.3451400000
6000,300,0.1,0.2,0.7,0.0260000000,0.6350200000,21.7626200000
6000,300,0.2,0.3,0.5,0.0526600000,0.9848000000,17.2381200000
6000,300,0.2,0.5,0.3,0.0567800000,1.7981400000,12.4313200000
6000,300,0.2,0.6,0.2,0.0554600000,2.4097000000,9.9695800000
6000,300,0.2,0.4,0.4,0.0548600000,1.3548800000,14.7470400000
6000,300,0.3,0.3,0.4,0.0822000000,1.0301000000,14.8498200000
6000,300,0.3,0.2,0.5,0.0799400000,0.6635800000,17.1721400000
6000,300,0.333,0.333,0.334,0.0904000000,1.1714000000,13.3206000000
6000,300,0.3,0.4,0.3,0.0843000000,1.4390200000,12.4848400000
6000,300,0.4,0.1,0.5,0.1077200000,0.3211600000,17.2892600000
6000,300,0.4,0.2,0.4,0.1100600000,0.6807600000,14.9213200000
6000,300,0.4,0.3,0.3,0.1119200000,1.0821600000,12.5727600000
6000,300,0.5,0.4,0.1,0.1444200000,2.1827600000,7.6963000000
6000,300,0.5,0.1,0.4,0.1388000000,0.3429400000,14.9575000000
6000,300,0.6,0.1,0.3,0.1674600000,0.3659200000,12.8123200000
6000,320,0.1,0.6,0.3,0.0209200000,1.7212400000,8.9676000000
6000,320,0.1,0.2,0.7,0.0200400000,0.4348200000,13.7962000000
6000,320,0.2,0.3,0.5,0.0404200000,0.7344600000,11.5472200000
6000,320,0.2,0.5,0.3,0.0433800000,1.4696600000,9.0923200000
6000,320,0.2,0.6,0.2,0.0432400000,2.0543800000,7.5625600000
6000,320,0.2,0.4,0.4,0.0411000000,1.0510800000,10.3253800000
6000,320,0.3,0.3,0.4,0.0620000000,0.8102200000,10.4802000000
6000,320,0.3,0.2,0.5,0.0615200000,0.4929400000,11.6163800000
6000,320,0.333,0.333,0.334,0.0706600000,0.9488800000,9.6169800000
6000,320,0.3,0.4,0.3,0.0621600000,1.1942800000,9.1937800000
6000,320,0.4,0.1,0.5,0.0812800000,0.2410800000,11.7178000000
6000,320,0.4,0.2,0.4,0.0832400000,0.5204400000,10.5926600000
6000,320,0.4,0.3,0.3,0.0875400000,0.9044400000,9.2871600000
6000,320,0.5,0.4,0.1,0.1218600000,2.0101800000,5.9504600000
6000,320,0.5,0.1,0.4,0.1037000000,0.2647600000,10.6974000000
6000,320,0.6,0.1,0.3,0.1260800000,0.3076800000,9.5905600000
6000,340,0.1,0.6,0.3,0.0166400000,1.5422800000,6.8688200000
6000,340,0.1,0.2,0.7,0.0152600000,0.3637800000,10.2088800000
6000,340,0.2,0.3,0.5,0.0319600000,0.6286400000,8.8377400000
6000,340,0.2,0.5,0.3,0.0344800000,1.3163200000,6.9356600000
6000,340,0.2,0.6,0.2,0.0365800000,1.8646600000,5.6547600000
6000,340,0.2,0.4,0.4,0.0327000000,0.9343800000,8.0091200000
6000,340,0.3,0.3,0.4,0.0520200000,0.6941000000,8.1489600000
6000,340,0.3,0.2,0.5,0.0491400000,0.4199400000,8.9681600000
6000,340,0.333,0.333,0.334,0.0582600000,0.8607800000,7.5045600000
6000,340,0.3,0.4,0.3,0.0526600000,1.0642200000,7.1235000000
6000,340,0.4,0.1,0.5,0.0679800000,0.2107800000,9.0986200000
6000,340,0.4,0.2,0.4,0.0684600000,0.4694200000,8.1910000000
6000,340,0.4,0.3,0.3,0.0695600000,0.8092800000,7.2235800000
6000,340,0.5,0.4,0.1,0.1037400000,1.7367400000,4.1276400000
6000,340,0.5,0.1,0.4,0.0870000000,0.2448400000,8.3406200000
6000,340,0.6,0.1,0.3,0.1087000000,0.2815800000,7.4915600000
6000,360,0.1,0.6,0.3,0.0139200000,1.3545400000,4.8936000000
6000,360,0.1,0.2,0.7,0.0134400000,0.3222800000,7.8815400000
6000,360,0.2,0.3,0.5,0.0283800000,0.5644600000,6.6716200000
6000,360,0.2,0.5,0.3,0.0306600000,1.1226400000,5.0080400000
6000,360,0.2,0.6,0.2,0.0323400000,1.5357000000,3.8678800000
6000,360,0.2,0.4,0.4,0.0293600000,0.8241400000,5.9762200000
6000,360,0.3,0.3,0.4,0.0432400000,0.6308200000,5.9621600000
6000,360,0.3,0.2,0.5,0.0426200000,0.3714800000,6.8188800000
6000,360,0.333,0.333,0.334,0.0514400000,0.7295400000,5.4100200000
6000,360,0.3,0.4,0.3,0.0451000000,0.9060400000,5.0774200000
6000,360,0.4,0.1,0.5,0.0575200000,0.1871600000,6.8235600000
6000,360,0.4,0.2,0.4,0.0598200000,0.4085600000,6.0914000000
6000,360,0.4,0.3,0.3,0.0623400000,0.6909200000,5.1508200000
6000,360,0.5,0.4,0.1,0.0911200000,1.2891000000,2.5064200000
6000,360,0.5,0.1,0.4,0.0756400000,0.2157400000,6.1384000000
6000,360,0.6,0.1,0.3,0.0932600000,0.2375400000,5.3693400000
6000,380,0.1,0.6,0.3,0.0132400000,1.0337000000,3.1614800000
6000,380,0.1,0.2,0.7,0.0126600000,0.2661400000,5.6688000000
6000,380,0.2,0.3,0.5,0.0251800000,0.4606600000,4.6795600000
6000,380,0.2,0.5,0.3,0.0253000000,0.8629200000,3.2602200000
6000,380,0.2,0.6,0.2,0.0273000000,1.1463000000,2.3542800000
6000,380,0.2,0.4,0.4,0.0258200000,0.6524400000,3.9724800000
6000,380,0.3,0.3,0.4,0.0394600000,0.4959600000,4.0883600000
6000,380,0.3,0.2,0.5,0.0382400000,0.3076400000,4.6689200000
6000,380,0.333,0.333,0.334,0.0458000000,0.5698000000,3.5674400000
6000,380,0.3,0.4,0.3,0.0396800000,0.6996400000,3.2613600000
6000,380,0.4,0.1,0.5,0.0502800000,0.1538400000,4.7866800000
6000,380,0.4,0.2,0.4,0.0541200000,0.3358600000,4.0561800000
6000,380,0.4,0.3,0.3,0.0545200000,0.5398400000,3.3291000000
6000,380,0.5,0.4,0.1,0.0752400000,0.8660600000,1.3781600000
6000,380,0.5,0.1,0.4,0.0650800000,0.1660200000,4.1265400000
6000,380,0.6,0.1,0.3,0.0821200000,0.1812600000,3.4323200000
6000,400,0.1,0.6,0.3,0.0120800000,0.7437400000,1.9220400000
6000,400,0.1,0.2,0.7,0.0099400000,0.2092400000,3.7607000000
6000,400,0.2,0.3,0.5,0.0228400000,0.3373400000,2.9147600000
6000,400,0.2,0.5,0.3,0.0227200000,0.6131200000,1.9427800000
6000,400,0.2,0.6,0.2,0.0231200000,0.7689200000,1.3488400000
6000,400,0.2,0.4,0.4,0.0217200000,0.4691200000,2.4106600000
6000,400,0.3,0.3,0.4,0.0324000000,0.3575600000,2.4791000000
6000,400,0.3,0.2,0.5,0.0325200000,0.2259800000,2.9272800000
6000,400,0.333,0.333,0.334,0.0374400000,0.4087600000,2.1389200000
6000,400,0.3,0.4,0.3,0.0337600000,0.5002600000,1.9703800000
6000,400,0.4,0.1,0.5,0.0437200000,0.1167200000,3.0244000000
6000,400,0.4,0.2,0.4,0.0451800000,0.2465400000,2.5131200000
6000,400,0.4,0.3,0.3,0.0459800000,0.3793200000,1.9637200000
6000,400,0.5,0.4,0.1,0.0601600000,0.5522600000,0.7351800000
6000,400,0.5,0.1,0.4,0.0582800000,0.1206000000,2.5285800000
6000,400,0.6,0.1,0.3,0.0700200000,0.1300000000,2.0044600000
7000,200,0.1,0.6,0.3,0.0130400000,4.7741600000,88.6609400000
7000,200,0.1,0.2,0.7,0.0096000000,0.8522400000,92.7957400000
7000,200,0.2,0.3,0.5,0.0204000000,1.6692400000,91.8294400000
7000,200,0.2,0.5,0.3,0.0240400000,4.1344800000,89.2659000000
7000,200,0.2,0.6,0.2,0.0315000000,6.6332200000,86.8381800000
7000,200,0.2,0.4,0.4,0.0201200000,2.5988200000,90.6576400000
7000,200,0.3,0.3,0.4,0.0334400000,1.9682200000,91.1998400000
7000,200,0.3,0.2,0.5,0.0255600000,1.1704800000,91.8804400000
7000,200,0.333,0.333,0.334,0.0531400000,2.6740600000,90.6447400000
7000,200,0.3,0.4,0.3,0.0375600000,3.3553600000,89.9769600000
7000,200,0.4,0.1,0.5,0.0435400000,0.5788400000,92.8485800000
7000,200,0.4,0.2,0.4,0.0387000000,1.2412800000,91.6624400000
7000,200,0.4,0.3,0.3,0.0500800000,2.5318600000,90.5615800000
7000,200,0.5,0.4,0.1,0.1106600000,7.7525000000,84.9581600000
7000,200,0.5,0.1,0.4,0.0609600000,0.6692000000,92.1681200000
7000,200,0.6,0.1,0.3,0.0794400000,0.8226200000,91.6342800000
7000,220,0.1,0.6,0.3,0.0155200000,5.8348000000,84.8383200000
7000,220,0.1,0.2,0.7,0.0097000000,1.0145200000,90.0974200000
7000,220,0.2,0.3,0.5,0.0212000000,2.0588600000,88.9628400000
7000,220,0.2,0.5,0.3,0.0301600000,4.8120200000,85.7049400000
7000,220,0.2,0.6,0.2,0.0413600000,8.1616400000,81.9414600000
7000,220,0.2,0.4,0.4,0.0259600000,3.2321800000,87.3562800000
7000,220,0.3,0.3,0.4,0.0367000000,2.3956800000,88.2684600000
7000,220,0.3,0.2,0.5,0.0353200000,1.3969400000,89.4222600000
7000,220,0.333,0.333,0.334,0.0508000000,3.0738000000,87.2542000000
7000,220,0.3,0.4,0.3,0.0480000000,4.0169800000,86.3690800000
7000,220,0.4,0.1,0.5,0.0478600000,0.6859600000,89.9375200000
7000,220,0.4,0.2,0.4,0.0510400000,1.6211000000,88.5851800000
7000,220,0.4,0.3,0.3,0.0648800000,3.0815400000,86.9244400000
7000,220,0.5,0.4,0.1,0.1610000000,9.3551200000,79.1457800000
7000,220,0.5,0.1,0.4,0.0686200000,0.8404000000,89.4460800000
7000,220,0.6,0.1,0.3,0.0966400000,1.0398000000,88.7103200000
7000,240,0.1,0.6,0.3,0.0238400000,6.8465200000,78.3229800000
7000,240,0.1,0.2,0.7,0.0138000000,1.2113800000,85.9036800000
7000,240,0.2,0.3,0.5,0.0353800000,2.4142400000,84.1516000000
7000,240,0.2,0.5,0.3,0.0498600000,5.6948600000,78.9859400000
7000,240,0.2,0.6,0.2,0.0641200000,9.2586200000,73.9763400000
7000,240,0.2,0.4,0.4,0.0396800000,3.7774000000,82.1403600000
7000,240,0.3,0.3,0.4,0.0597000000,2.8210600000,82.7162200000
7000,240,0.3,0.2,0.5,0.0539200000,1.6420400000,84.6885400000
7000,240,0.333,0.333,0.334,0.0763800000,3.6059000000,81.5425000000
7000,240,0.3,0.4,0.3,0.0762600000,4.6940000000,79.8325000000
7000,240,0.4,0.1,0.5,0.0711200000,0.8148000000,85.4825200000
7000,240,0.4,0.2,0.4,0.0809000000,1.9363000000,83.5782400000
7000,240,0.4,0.3,0.3,0.1007600000,3.5864600000,80.8994000000
7000,240,0.5,0.4,0.1,0.2883600000,10.8871400000,66.4588400000
7000,240,0.5,0.1,0.4,0.1009000000,0.9514800000,84.3510400000
7000,240,0.6,0.1,0.3,0.1502400000,1.2355800000,83.0517400000
7000,260,0.1,0.6,0.3,0.0422800000,7.3549200000,62.4119800000
7000,260,0.1,0.2,0.7,0.0201400000,1.3850800000,78.6805200000
7000,260,0.2,0.3,0.5,0.0520400000,2.6531800000,74.6342400000
7000,260,0.2,0.5,0.3,0.0826200000,6.2741600000,63.2604600000
7000,260,0.2,0.6,0.2,0.1156600000,8.7229000000,47.0375000000
7000,260,0.2,0.4,0.4,0.0662800000,4.1497800000,70.4025400000
7000,260,0.3,0.3,0.4,0.0962800000,3.1609000000,71.1337200000
7000,260,0.3,0.2,0.5,0.0810000000,1.7952200000,75.4137200000
7000,260,0.333,0.333,0.334,0.1269200000,4.0043600000,67.6473800000
7000,260,0.3,0.4,0.3,0.1247000000,5.0121600000,64.1947800000
7000,260,0.4,0.1,0.5,0.1117200000,0.9037400000,75.8504600000
7000,260,0.4,0.2,0.4,0.1296000000,2.1075200000,71.9279800000
7000,260,0.4,0.3,0.3,0.1721600000,3.8064600000,64.5234800000
7000,260,0.5,0.4,0.1,0.3534600000,5.5782200000,22.5908000000
7000,260,0.5,0.1,0.4,0.1641400000,1.0778200000,72.7234800000
7000,260,0.6,0.1,0.3,0.2649000000,1.3287400000,66.1129800000
7000,280,0.1,0.6,0.3,0.0448000000,3.9598000000,24.6272000000
7000,280,0.1,0.2,0.7,0.0355200000,1.3002600000,54.6980400000
7000,280,0.2,0.3,0.5,0.0790600000,2.0084400000,39.9760400000
7000,280,0.2,0.5,0.3,0.0884000000,3.3372800000,24.4962800000
7000,280,0.2,0.6,0.2,0.0889400000,4.0436600000,17.6242600000
7000,280,0.2,0.4,0.4,0.0847400000,2.6472800000,32.0833200000
7000,280,0.3,0.3,0.4,0.1313000000,2.0095600000,32.3309600000
7000,280,0.3,0.2,0.5,0.1219800000,1.3411200000,40.1013800000
7000,280,0.333,0.333,0.334,0.1511000000,2.1968200000,27.0244000000
7000,280,0.3,0.4,0.3,0.1354200000,2.6460200000,24.3838200000
7000,280,0.4,0.1,0.5,0.1643200000,0.6777600000,40.1423400000
7000,280,0.4,0.2,0.4,0.1721400000,1.3134600000,32.0428800000
7000,280,0.4,0.3,0.3,0.1791600000,1.9943600000,24.6592200000
7000,280,0.5,0.4,0.1,0.2375000000,2.9675200000,11.3349000000
7000,280,0.5,0.1,0.4,0.2139600000,0.6649200000,32.2337400000
7000,280,0.6,0.1,0.3,0.2645400000,0.6614000000,24.4183600000
7000,300,0.1,0.6,0.3,0.0326200000,2.4071200000,13.4146600000
7000,300,0.1,0.2,0.7,0.0297200000,0.7115000000,24.5496800000
7000,300,0.2,0.3,0.5,0.0624600000,1.1135400000,19.0037200000
7000,300,0.2,0.5,0.3,0.0622800000,2.0215600000,13.5195400000
7000,300,0.2,0.6,0.2,0.0633600000,2.6866400000,10.6607800000
7000,300,0.2,0.4,0.4,0.0619000000,1.5230000000,16.1917400000
7000,300,0.3,0.3,0.4,0.0949000000,1.1728800000,16.3758400000
7000,300,0.3,0.2,0.5,0.0925800000,0.7463400000,19.1144000000
7000,300,0.333,0.333,0.334,0.1036400000,1.3372400000,14.6085400000
7000,300,0.3,0.4,0.3,0.0940800000,1.6256600000,13.6273000000
7000,300,0.4,0.1,0.5,0.1238200000,0.3746800000,19.2276000000
7000,300,0.4,0.2,0.4,0.1275200000,0.7661600000,16.4624000000
7000,300,0.4,0.3,0.3,0.1248000000,1.2164000000,13.6504600000
7000,300,0.5,0.4,0.1,0.1694200000,2.3703200000,8.0153800000
7000,300,0.5,0.1,0.4,0.1596600000,0.3844400000,16.4645600000
7000,300,0.6,0.1,0.3,0.1904200000,0.4176800000,13.8790800000
7000,320,0.1,0.6,0.3,0.0234400000,1.8642200000,9.5162200000
7000,320,0.1,0.2,0.7,0.0227400000,0.4932200000,15.0400600000
7000,320,0.2,0.3,0.5,0.0459600000,0.8076600000,12.4086800000
7000,320,0.2,0.5,0.3,0.0466200000,1.5932600000,9.5648200000
7000,320,0.2,0.6,0.2,0.0527000000,2.2323800000,7.8896200000
7000,320,0.2,0.4,0.4,0.0487400000,1.1484800000,10.9945800000
7000,320,0.3,0.3,0.4,0.0726600000,0.8574400000,11.1707000000
7000,320,0.3,0.2,0.5,0.0707200000,0.5366000000,12.5997400000
7000,320,0.333,0.333,0.334,0.0807400000,1.0265600000,10.2828800000
7000,320,0.3,0.4,0.3,0.0726000000,1.3016800000,9.6865800000
7000,320,0.4,0.1,0.5,0.0944400000,0.2707200000,12.6202000000
7000,320,0.4,0.2,0.4,0.0960600000,0.5745800000,11.2859800000
7000,320,0.4,0.3,0.3,0.0981200000,0.9879400000,9.8253400000
7000,320,0.5,0.4,0.1,0.1365200000,2.1462400000,6.1850000000
7000,320,0.5,0.1,0.4,0.1179000000,0.2931600000,11.3503000000
7000,320,0.6,0.1,0.3,0.1474600000,0.3294800000,10.1665600000
7000,340,0.1,0.6,0.3,0.0207600000,1.6457400000,7.2304400000
7000,340,0.1,0.2,0.7,0.0188000000,0.3963400000,10.8734600000
7000,340,0.2,0.3,0.5,0.0392000000,0.6710200000,9.3601600000
7000,340,0.2,0.5,0.3,0.0406000000,1.4009600000,7.3398200000
7000,340,0.2,0.6,0.2,0.0417800000,2.0098200000,5.9936000000
7000,340,0.2,0.4,0.4,0.0378800000,0.9807800000,8.4409800000
7000,340,0.3,0.3,0.4,0.0568000000,0.7517800000,8.5749600000
7000,340,0.3,0.2,0.5,0.0561600000,0.4548000000,9.5122800000
7000,340,0.333,0.333,0.334,0.0665000000,0.9074400000,7.8796200000
7000,340,0.3,0.4,0.3,0.0588400000,1.1388000000,7.4982000000
7000,340,0.4,0.1,0.5,0.0767200000,0.2287400000,9.6097200000
7000,340,0.4,0.2,0.4,0.0798200000,0.5117400000,8.6669400000
7000,340,0.4,0.3,0.3,0.0815400000,0.8540800000,7.6597000000
7000,340,0.5,0.4,0.1,0.1209000000,1.8588200000,4.4408200000
7000,340,0.5,0.1,0.4,0.0986800000,0.2620800000,8.7789600000
7000,340,0.6,0.1,0.3,0.1216000000,0.2938600000,7.8856200000
7000,360,0.1,0.6,0.3,0.0169600000,1.4360200000,5.3254800000
7000,360,0.1,0.2,0.7,0.0154400000,0.3474800000,8.3620400000
7000,360,0.2,0.3,0.5,0.0323200000,0.5983800000,7.0945200000
7000,360,0.2,0.5,0.3,0.0356200000,1.2015200000,5.3996200000
7000,360,0.2,0.6,0.2,0.0347400000,1.6661600000,4.1789000000
7000,360,0.2,0.4,0.4,0.0327600000,0.8695000000,6.3280800000
7000,360,0.3,0.3,0.4,0.0485600000,0.6636800000,6.5025400000
7000,360,0.3,0.2,0.5,0.0472000000,0.4157000000,7.2571200000
7000,360,0.333,0.333,0.334,0.0569200000,0.8025600000,5.9153800000
7000,360,0.3,0.4,0.3,0.0529000000,0.9909200000,5.5165600000
7000,360,0.4,0.1,0.5,0.0653400000,0.2072600000,7.3484000000
7000,360,0.4,0.2,0.4,0.0670200000,0.4566800000,6.5267400000
7000,360,0.4,0.3,0.3,0.0717000000,0.7573400000,5.5659000000
7000,360,0.5,0.4,0.1,0.1051000000,1.4533200000,2.7570400000
7000,360,0.5,0.1,0.4,0.0847600000,0.2313600000,6.6531800000
7000,360,0.6,0.1,0.3,0.1084200000,0.2571800000,5.8135400000
7000,380,0.1,0.6,0.3,0.0152200000,1.1451400000,3.5105400000
7000,380,0.1,0.2,0.7,0.0133000000,0.2923000000,6.1746200000
7000,380,0.2,0.3,0.5,0.0275000000,0.4981400000,5.0596400000
7000,380,0.2,0.5,0.3,0.0295600000,0.9672200000,3.5810600000
7000,380,0.2,0.6,0.2,0.0313800000,1.2732800000,2.6109200000
7000,380,0.2,0.4,0.4,0.0305600000,0.7121600000,4.3336800000
7000,380,0.3,0.3,0.4,0.0441000000,0.5401200000,4.4565200000
7000,380,0.3,0.2,0.5,0.0424000000,0.3340200000,5.1053600000
7000,380,0.333,0.333,0.334,0.0502000000,0.6223200000,3.9524800000
7000,380,0.3,0.4,0.3,0.0469600000,0.7826600000,3.6221200000
7000,380,0.4,0.1,0.5,0.0596000000,0.1699800000,5.1888200000
7000,380,0.4,0.2,0.4,0.0585600000,0.3613800000,4.5292400000
7000,380,0.4,0.3,0.3,0.0602000000,0.5990000000,3.6632800000
7000,380,0.5,0.4,0.1,0.0859200000,0.9773600000,1.5726600000
7000,380,0.5,0.1,0.4,0.0745200000,0.1866800000,4.4815600000
7000,380,0.6,0.1,0.3,0.0932800000,0.2029200000,3.7699600000
7000,400,0.1,0.6,0.3,0.0131400000,0.8279400000,2.1196800000
7000,400,0.1,0.2,0.7,0.0113400000,0.2396400000,4.2507000000
7000,400,0.2,0.3,0.5,0.0247000000,0.3832600000,3.2832400000
7000,400,0.2,0.5,0.3,0.0263800000,0.7083600000,2.1656600000
7000,400,0.2,0.6,0.2,0.0254000000,0.8753000000,1.5244600000
7000,400,0.2,0.4,0.4,0.0260400000,0.5290800000,2.7528200000
7000,400,0.3,0.3,0.4,0.0396200000,0.4023200000,2.7952400000
