X1,X2,X3,X4,X5, X_c4h10, ch4_uptake, c2h6_uptake, c3h8_uptake, c4h10_uptake,y
10000000,340,0.22,0.28,0.25,0.25,8.1043,25.26794,45.65,10.05188,0.11767356
10000000,340,0.2,0.4,0.1,0.3,8.88698,43.08732,22.85922,15.37252,0.114655255
10000000,340,0.25,0.25,0.25,0.25,9.0475,22.61506,46.80304,10.30558,0.11348573
10000000,340,0.25,0.2,0.25,0.3,9.6088,18.69952,47.30934,12.33048,0.118687032
10000000,340,0.28,0.22,0.3,0.2,9.21984,18.69992,53.08456,8.0243,0.109007965
10000000,340,0.3,0.2,0.1,0.4,14.48794,24.14828,25.37014,22.9948,0.111807829
10000000,340,0.3,0.3,0.2,0.2,10.37356,28.06104,41.47672,9.95722,0.098596785
10000000,340,0.33,0.33,0.2,0.14,10.12088,29.86204,42.76194,7.76278,0.085251995
10000000,340,0.33,0.17,0.3,0.2,10.61712,14.71668,54.94554,8.47976,0.103079464
10000000,340,0.4,0.1,0.15,0.35,17.12814,11.60732,37.56176,20.41144,0.10080041
10000000,340,0.4,0.1,0.3,0.2,12.2928,8.8081,57.64234,9.34594,0.093995497
10000000,360,0.1,0.2,0.3,0.4,3.80748,17.42916,48.3951,13.95186,0.134377323
10000000,360,0.1,0.1,0.2,0.6,4.70366,10.492,39.12094,25.1114,0.137382463
10000000,360,0.15,0.35,0.2,0.3,5.47142,31.41724,36.07768,12.74472,0.116673469
10000000,360,0.15,0.3,0.35,0.2,4.54368,22.71786,52.24642,6.85878,0.116821117
10000000,360,0.2,0.1,0.3,0.4,7.60214,9.01772,51.0785,15.09996,0.127471938
10000000,360,0.22,0.28,0.25,0.25,7.2024,23.87754,43.99862,10.69904,0.107667457
10000000,360,0.2,0.4,0.1,0.3,7.7627,40.47224,21.7665,16.27362,0.10403226
10000000,360,0.25,0.25,0.25,0.25,8.01826,21.3994,45.14638,10.97658,0.103431578
10000000,360,0.25,0.2,0.25,0.3,8.64746,17.75846,45.2865,13.02524,0.110385203
10000000,360,0.28,0.22,0.3,0.2,8.09054,17.7213,51.32672,8.61914,0.098036117
10000000,360,0.3,0.2,0.1,0.4,12.67322,22.38492,24.0946,23.83308,0.102421454
10000000,360,0.3,0.3,0.2,0.2,8.87858,26.20156,40.3543,10.75656,0.086310543
10000000,360,0.33,0.33,0.2,0.14,8.69734,28.26774,41.71184,8.39056,0.074418911
10000000,360,0.33,0.17,0.3,0.2,9.17134,13.7135,53.38086,9.18332,0.091264609
10000000,360,0.4,0.1,0.15,0.35,14.5245,10.508,35.43168,21.82634,0.089956781
10000000,360,0.4,0.1,0.3,0.2,10.52212,8.19884,56.04562,9.98222,0.082534657
10000000,380,0.1,0.2,0.3,0.4,3.55816,16.51816,46.27388,14.2405,0.130604243
10000000,380,0.1,0.1,0.2,0.6,4.4829,10.0626,36.8763,25.04324,0.137198215
10000000,380,0.15,0.35,0.2,0.3,4.85206,29.42016,34.80378,13.30822,0.106954644
10000000,380,0.15,0.3,0.35,0.2,4.00022,21.39668,50.40938,7.36412,0.105754723
10000000,380,0.2,0.1,0.3,0.4,6.89532,8.43556,48.50216,15.70756,0.120844015
10000000,380,0.22,0.28,0.25,0.25,6.25628,22.16428,42.54096,11.4009,0.096423091
10000000,380,0.2,0.4,0.1,0.3,6.71624,37.5528,20.83276,17.22366,0.093379211
10000000,380,0.25,0.25,0.25,0.25,7.00594,19.96382,43.3377,11.79494,0.093292547
10000000,380,0.25,0.2,0.25,0.3,7.57278,16.58474,43.36058,13.70756,0.1002825
10000000,380,0.28,0.22,0.3,0.2,7.07378,16.46468,49.57262,9.28584,0.088176456
10000000,380,0.3,0.2,0.1,0.4,11.11586,20.4123,22.5368,24.83784,0.095123425
10000000,380,0.3,0.3,0.2,0.2,7.89922,24.6649,38.7532,11.39758,0.07907834
10000000,380,0.33,0.33,0.2,0.14,8.04122,26.74184,39.96712,8.7585,0.070952385
10000000,380,0.33,0.17,0.3,0.2,8.17836,12.8955,51.08138,9.84904,0.083903958
10000000,380,0.4,0.1,0.15,0.35,12.62014,9.69338,33.37336,22.69858,0.082103368
10000000,380,0.4,0.1,0.3,0.2,9.4969,7.64158,53.52824,10.62048,0.077098828
10000000,400,0.1,0.2,0.3,0.4,3.19686,15.40962,43.57484,14.91988,0.123146905
10000000,400,0.1,0.1,0.2,0.6,4.06256,9.29334,34.23748,25.52336,0.132477778
10000000,400,0.15,0.35,0.2,0.3,4.32022,27.38752,32.89234,14.1031,0.099410668
10000000,400,0.15,0.3,0.35,0.2,3.60958,20.02292,48.4235,7.90104,0.098380033
10000000,400,0.2,0.1,0.3,0.4,6.09092,7.7728,45.85896,16.35272,0.112182795
10000000,400,0.22,0.28,0.25,0.25,5.62804,20.7189,40.40206,12.01568,0.090183198
10000000,400,0.2,0.4,0.1,0.3,5.83512,34.65044,19.81618,17.9425,0.084666044
10000000,400,0.25,0.25,0.25,0.25,6.26902,18.63718,41.22238,12.31614,0.086857765
10000000,400,0.25,0.2,0.25,0.3,6.70168,15.20196,41.06838,14.49458,0.092885833
10000000,400,0.28,0.22,0.3,0.2,6.53774,15.38186,47.26336,9.7156,0.084585802
10000000,400,0.3,0.2,0.1,0.4,9.51146,18.73266,21.1126,25.52956,0.086011208
10000000,400,0.3,0.3,0.2,0.2,7.41134,23.3615,36.54966,11.69852,0.077416151
10000000,400,0.33,0.33,0.2,0.14,7.84718,25.58512,37.67462,8.80222,0.072326684
10000000,400,0.33,0.17,0.3,0.2,7.59312,12.15076,48.76498,10.08212,0.080895131
10000000,400,0.4,0.1,0.15,0.35,11.36346,8.91306,31.31266,23.03734,0.078109552
10000000,400,0.4,0.1,0.3,0.2,9.03396,7.2636,50.68866,10.84618,0.076344416
